ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,number_of_searches,Hired,Residence Country,Residence Italian Region,Residence Italian Province,Residence Italian City IT,Residence Italian City EN,Italian Residence,European Residence,Assumption HQ Lat,Assumption HQ Lng,Akkodis HQ Lat,Akkodis HQ Lng,Residence Lat,Residence Lon,candidate_text,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ
41915,first contact,36 - 40 years,ABBADIA SAN SALVATORE » Siena ~ Tuscany,Female,False,X,Chemist - Pharmaceutical,master's degree,[+10],Others,administrative secretary,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Tuscany,Siena,Abbadia San Salvatore,ABBADIA SAN SALVATORE,True,True,,,,,42.8812,11.6722,master's degree in Chemist - Pharmaceutical. Worked in the Others sector. Last held the role of administrative secretary. with [+10] years of experience. Key skills include: X.,,
41923,first contact,< 20 years,LIGURIAN CELLS » Savona ~ Liguria,Male,False,,computer engineering,Five-year degree,[+10],Others,founder & owner of company,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Liguria,Savona,Celle Ligure,LIGURIAN CELLS,True,True,,,,,44.34509,8.54685,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of founder & owner of company. with [+10] years of experience.,,
41941,first contact,26 - 30 years,RAVENNA » Ravenna ~ Emilia Romagna,Male,False,,Other,Five-year degree,[3-5],Others,cofounder technical manager,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Ravenna,Ravenna,RAVENNA,True,True,,,,,44.4161,12.2017,Five-year degree in Other. Worked in the Others sector. Last held the role of cofounder technical manager. with [3-5] years of experience.,,
41999,first contact,31 - 35 years,BRINDISI » Brindisi ~ Puglia,Male,False,,Mechanical engineering,Five-year degree,[0-1],Others,research fellow,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Brindisi,Brindisi,BRINDISI,True,True,,,,,40.6383,17.9458,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of research fellow. with [0-1] years of experience.,,
42062,first contact,26 - 30 years,PADERNO DUGNANO » Milan ~ Lombardy,Male,False,C++,Informatics,Five-year degree,[0],Consulting,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Paderno Dugnano,PADERNO DUGNANO,True,True,,,,,45.5719,9.1692,Five-year degree in Informatics. Worked in the Consulting sector. Last held the role of graduating student. with [0] years of experience. Key skills include: C++.,,
42175,first contact,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,False,,Mechanical engineering,Five-year degree,[0-1],Automotive,product design engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of product design engineer. with [0-1] years of experience.,,
42220,first contact,26 - 30 years,SAN QUIRINO » Pordenone ~ Friuli Venezia Giulia,Male,False,,computer engineering,Five-year degree,[1-3],Others,software developer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Friuli venezia giulia,Pordenone,San Quirino,SAN QUIRINO,True,True,,,,,46.03411,12.67846,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of software developer. with [1-3] years of experience.,,
42236,first contact,> 45 years,AFFORI » Milan ~ Lombardy,Male,False,INSTRUMENTATION,Automation/Mechatronics Engineering,Five-year degree,[+10],Oil and Gas,senior instrument engineer,[2019],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milan,AFFORI,True,True,,,,,45.4669,9.19,Five-year degree in Automation/Mechatronics Engineering. Worked in the Oil and Gas sector. Last held the role of senior instrument engineer. with [+10] years of experience. Key skills include: INSTRUMENTATION.,,
42251,first contact,> 45 years,ROMANIA » (STATE) ~ (OVERSEAS),Male,False,,Other,Professional qualification,[+10],Oil and Gas,start up supervisor,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ROMANIA,,,Romania,,False,True,,,,,45.943161,24.96676,Professional qualification in Other. Worked in the Oil and Gas sector. Last held the role of start up supervisor. with [+10] years of experience.,,
42253,first contact,26 - 30 years,MODENA » Modena ~ Emilia Romagna,Male,False,,Mechanical engineering,Three-year degree,[0],Automotive,master's student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Modena,Modena,MODENA,True,True,,,,,44.6458,10.9257,Three-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of master's student. with [0] years of experience.,,
42263,first contact,< 20 years,IVREA » Turin ~ Piedmont,Male,False,,Other,High school graduation,[+10],Services and Information Systems,test manager/ qa,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Ivrea,IVREA,True,True,,,,,45.4674,7.8748,High school graduation in Other. Worked in the Services and Information Systems sector. Last held the role of test manager/ qa. with [+10] years of experience.,,
42271,imported,31 - 35 years,MARTINA FRANCA » Taranto ~ Puglia,Male,False,X,electronic Engineering,Five-year degree,[0-1],Others,fresh graduate,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Taranto,Martina Franca,MARTINA FRANCA,True,True,,,,,40.7,17.3333,Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0-1] years of experience. Key skills include: X.,,
42353,imported,26 - 30 years,OZEGNA » Turin ~ Piedmont,Male,False,.,industrial engineering,Three-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Ozegna,OZEGNA,True,True,,,,,45.34801,7.74503,Three-year degree in industrial engineering. with [0] years of experience. Key skills include: ..,,
42356,first contact,< 20 years,PORTOGRUARO » Venice ~ Veneto,Female,False,,Biomedical Engineering,Five-year degree,[0],Life sciences,fresh graduate,[2022],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,69.0,False,ITALY,Veneto,Venice,Portogruaro,PORTOGRUARO,True,True,,,,,45.7833,12.8333,Five-year degree in Biomedical Engineering. Worked in the Life sciences sector. Last held the role of fresh graduate. with [0] years of experience.,,
42390,first contact,26 - 30 years,MILAN » Milan ~ Lombardy,Male,False,,electronic Engineering,Five-year degree,[1-3],Consulting,embedded c++ developer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in electronic Engineering. Worked in the Consulting sector. Last held the role of embedded c++ developer. with [1-3] years of experience.,,
42413,first contact,26 - 30 years,TRESCORE BALNEARIO » Bergamo ~ Lombardy,Male,False,,Other,Five-year degree,[0],Others,internship,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Trescore Balneario,TRESCORE BALNEARIO,True,True,,,,,45.7,9.85,Five-year degree in Other. Worked in the Others sector. Last held the role of internship. with [0] years of experience.,,
42417,first contact,< 20 years,BRESSO » Milan ~ Lombardy,Male,False,,electronic Engineering,Five-year degree,[+10],Others,senior consultant,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Bresso,BRESSO,True,True,,,,,45.5333,9.1833,Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of senior consultant. with [+10] years of experience.,,
42423,first contact,26 - 30 years,PORTO EMPEDOCLE » Agrigento ~ Sicily,Male,False,,Electrical Engineering,Five-year degree,[0],Others,technical construction management,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Agrigento,Porto Empedocle,PORTO EMPEDOCLE,True,True,,,,,37.2944,13.5272,Five-year degree in Electrical Engineering. Worked in the Others sector. Last held the role of technical construction management. with [0] years of experience.,,
42428,first contact,20 - 25 years,BRINDISI » Brindisi ~ Puglia,Male,False,,Management Engineering,Five-year degree,[3-5],Others,management trainee officer,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Brindisi,Brindisi,BRINDISI,True,True,,,,,40.6383,17.9458,Five-year degree in Management Engineering. Worked in the Others sector. Last held the role of management trainee officer. with [3-5] years of experience.,,
42463,in selection,20 - 25 years,AVELLINO » Avellino ~ Campania,Male,False,,Informatics,Five-year degree,[0],Others,student,[2023],,,,,2.0,,,,,,,,,,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,450.0,False,ITALY,Campania,Avellino,Avellino,AVELLINO,True,True,,,,,40.9153,14.7897,Five-year degree in Informatics. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
42470,first contact,> 45 years,ROMANIA » (STATE) ~ (OVERSEAS),Male,False,,construction Engineering,Three-year degree,[+10],Oil and Gas,civil construction manager,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ROMANIA,,,Romania,,False,True,,,,,45.943161,24.96676,Three-year degree in construction Engineering. Worked in the Oil and Gas sector. Last held the role of civil construction manager. with [+10] years of experience.,,
42487,in selection,26 - 30 years,ALTAMURA » Bari ~ Puglia,Male,False,,Mechanical engineering,Three-year degree,[1-3],Automotive,e-motor engineer,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Altamura,ALTAMURA,True,True,,,,,40.8167,16.55,Three-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of e-motor engineer. with [1-3] years of experience.,,
42489,first contact,36 - 40 years,TREVIGLIO » Bergamo ~ Lombardy,Male,False,BUYER,Other scientific subjects,High school graduation,[+10],Oil and Gas,buyer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Treviglio,TREVIGLIO,True,True,,,,,45.5214,9.5928,High school graduation in Other scientific subjects. Worked in the Oil and Gas sector. Last held the role of buyer. with [+10] years of experience. Key skills include: BUYER.,,
42496,first contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,False,,Biomedical Engineering,Five-year degree,[0],Telecom,recent master's graduate,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Biomedical Engineering. Worked in the Telecom sector. Last held the role of recent master's graduate. with [0] years of experience.,,
42497,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,,Information Engineering,Three-year degree,[3-5],Others,curricular internship,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in Information Engineering. Worked in the Others sector. Last held the role of curricular internship. with [3-5] years of experience.,,
42521,hired,< 20 years,COMO » Como ~ Lombardy,Male,False,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,graduating student,[2022],Junior Structural Analyst,Milan,Engineering,Junior Consultant,3.0,"the candidate will be responsible for the fem analysis of primary structures through the use of sw such as nastran, patran, hypermesh, ansys (preferable) the candidate will be included in a dynamic and multidisciplinary team in which he will be made autonomous on his own activities through a frontal training course and on-the-job training/coaching. the candidate, in particular, will deal with: - static, linear and non-linear analyses - dynamic analyzes (explicit) - fatigue and damage tolerance","degree in industrial, mechanical, aerospace and transport engineering; knowledge of modeling and simulation using the fem technique knowledge of at least one of the tools listed above good knowledge of english problem solving skills ability to work in a team",[0],,,Five-year degree,Mechanical engineering,Milan,,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,13.0,True,ITALY,Lombardy,Como,Como,COMO,True,True,45.4669,9.19,45.4669,9.19,45.8103,9.0861,Five-year degree in Aeronautical/Aerospace/Astronautics Engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,39.01711497935257,39.01711497935257
42543,first contact,26 - 30 years,LATINA » Latina ~ Lazio,Male,False,,computer engineering,Five-year degree,[0],Others,student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Latina,Latina,LATINA,True,True,,,,,41.4672,12.9036,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
42591,first contact,20 - 25 years,YIELD » Cosenza ~ Calabria,Female,False,"EXCEL, GANS, SAP, INVENTOR, JAVA, PYTHON, SQL",Management Engineering,Three-year degree,[0],Others,master's student,[2022],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,False,ITALY,Calabria,Cosenza,Rende,YIELD,True,True,,,,,39.3333,16.1833,"Three-year degree in Management Engineering. Worked in the Others sector. Last held the role of master's student. with [0] years of experience. Key skills include: EXCEL, GANS, SAP, INVENTOR, JAVA, PYTHON, SQL.",,
42602,first contact,< 20 years,MASSAFRA » Taranto ~ Puglia,Female,False,,Other humanities subjects,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Taranto,Massafra,MASSAFRA,True,True,,,,,40.5833,17.1167,Five-year degree in Other humanities subjects. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
42616,first contact,26 - 30 years,ROMANO DI LOMBARDIA » Bergamo ~ Lombardy,Male,False,,Civil/Civil and Environmental Engineering,Five-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Romano di Lombardia,ROMANO DI LOMBARDIA,True,True,,,,,45.5167,9.75,Five-year degree in Civil/Civil and Environmental Engineering. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
42621,first contact,26 - 30 years,SAN GEVASIO TRUSSES » Bergamo ~ Lombardy,Male,False,,computer engineering,Five-year degree,[3-5],Others,software developer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,San Gervasio Bresciano,SAN GEVASIO TRUSSES,True,True,,,,,45.30774,10.14652,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of software developer. with [3-5] years of experience.,,
42627,in selection,36 - 40 years,FLORENCE » Florence ~ Tuscany,Female,False,"SAP, JIRA CONFLUENCE",Legal,Five-year degree,[7-10],Others,buyer,[2023],,,,,2.0,,,,,,,,,27000.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,False,ITALY,Tuscany,Florence,Florence,FLORENCE,True,True,,,,,43.7714,11.2542,"Five-year degree in Legal. Worked in the Others sector. Last held the role of buyer. with [7-10] years of experience. Key skills include: SAP, JIRA CONFLUENCE.",,
42656,first contact,< 20 years,L'AQUILA » L'Aquila ~ Abruzzo,Male,False,,computer engineering,Three-year degree,[1-3],Others,full-stack developer,[2023],,,,,,,,,,,,,,31000.0,33000.0,,,,,,,,,False,ITALY,Abruzzo,L'aquila,L'Aquila,L'AQUILA,True,True,,,,,42.35055,13.39954,Three-year degree in computer engineering. Worked in the Others sector. Last held the role of full-stack developer. with [1-3] years of experience.,,
42795,first contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,False,.,industrial engineering,Three-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in industrial engineering. with [0] years of experience. Key skills include: ..,,
42840,in selection,36 - 40 years,CONVERSANO » Bari ~ Puglia,Female,False,,Management Engineering,Five-year degree,[+10],Space,program manager,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,1.0,3.0,15.0,False,ITALY,Puglia,Bari,Conversano,CONVERSANO,True,True,,,,,40.9667,17.1167,Five-year degree in Management Engineering. Worked in the Space sector. Last held the role of program manager. with [+10] years of experience.,,
42843,imported,26 - 30 years,LUGNACCO » Turin ~ Piedmont,Male,False,.,Mechanical engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Lugnacco,LUGNACCO,True,True,,,,,45.44506,7.78212,Five-year degree in Mechanical engineering. with [0] years of experience. Key skills include: ..,,
42850,first contact,40 - 45 years,ANZIO » Rome ~ Lazio,Male,False,,Other,High school graduation,[+10],Services and Information Systems,.net full stack developer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Anzio,ANZIO,True,True,,,,,41.4472,12.6283,High school graduation in Other. Worked in the Services and Information Systems sector. Last held the role of .net full stack developer. with [+10] years of experience.,,
42856,first contact,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,False,,Chemist - Pharmaceutical,Five-year degree,[1-3],Others,trainee,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in Chemist - Pharmaceutical. Worked in the Others sector. Last held the role of trainee. with [1-3] years of experience.,,
42873,first contact,> 45 years,ASOLO » Treviso ~ Veneto,Male,False,,Other,Professional qualification,[+10],Energy,commissioning supervisor,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Veneto,Treviso,Asolo,ASOLO,True,True,,,,,45.8,11.9167,Professional qualification in Other. Worked in the Energy sector. Last held the role of commissioning supervisor. with [+10] years of experience.,,
42913,first contact,31 - 35 years,NAPLES » Naples ~ Campania,Male,False,,Other scientific subjects,Three-year degree,[3-5],Others,hse specialist,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,Three-year degree in Other scientific subjects. Worked in the Others sector. Last held the role of hse specialist. with [3-5] years of experience.,,
42927,imported,31 - 35 years,TURIN » Turin ~ Piedmont,Male,False,.,computer engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in computer engineering. with [0] years of experience. Key skills include: ..,,
42947,in selection,26 - 30 years,ROME » Rome ~ Lazio,Male,False,,Other,High school graduation,[3-5],Others,system engineer,[2021],,,,,2.0,,,,,,,,,25000.0,,1.0,2.0,2.0,3.0,3.0,1.0,3.0,908.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,High school graduation in Other. Worked in the Others sector. Last held the role of system engineer. with [3-5] years of experience.,,
43063,first contact,31 - 35 years,ARADEO » Lecce ~ Puglia,Male,False,,Mechanical engineering,Five-year degree,[3-5],Automotive,experimental vehicle programming manager,[2018],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Lecce,Aradeo,ARADEO,True,True,,,,,40.1333,18.1333,Five-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of experimental vehicle programming manager. with [3-5] years of experience.,,
43087,first contact,26 - 30 years,BARI » Bari ~ Puglia,Female,False,-,Other humanities subjects,master's degree,[0-1],Others,hr recruiter,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Bari,BARI,True,True,,,,,41.1253,16.8667,master's degree in Other humanities subjects. Worked in the Others sector. Last held the role of hr recruiter. with [0-1] years of experience. Key skills include: -.,,
43113,first contact,26 - 30 years,BITONTO » Bari ~ Puglia,Male,False,"INCA, CANALYZER, MDA",Mechanical engineering,Five-year degree,[1-3],Automotive,transmission calibration engineer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Bitonto,BITONTO,True,True,,,,,41.1083,16.6917,"Five-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of transmission calibration engineer. with [1-3] years of experience. Key skills include: INCA, CANALYZER, MDA.",,
43137,first contact,31 - 35 years,PARMA » Parma ~ Emilia Romagna,Male,False,,Telecommunications Engineering,Five-year degree,[0],Automotive,unemployed,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Parma,Parma,PARMA,True,True,,,,,44.8015,10.328,Five-year degree in Telecommunications Engineering. Worked in the Automotive sector. Last held the role of unemployed. with [0] years of experience.,,
43195,in selection,31 - 35 years,BARDI » Parma ~ Emilia Romagna,Male,False,,Electrical Engineering,Five-year degree,[0-1],Energy,research / intern,[2021],,,,,2.0,,,,,,,,,21000.0,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,609.0,False,ITALY,Emilia romagna,Parma,Bardi,BARDI,True,True,,,,,44.63138,9.72907,Five-year degree in Electrical Engineering. Worked in the Energy sector. Last held the role of research / intern. with [0-1] years of experience.,,
43240,in selection,36 - 40 years,TERAMO » Teramo ~ Abruzzo,Female,False,PROCESS ENGINEER,chemical engineering,Five-year degree,[+10],Oil and Gas,process engineer,[2023],,,,,2.0,,,,,,,,,,35000.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,53.0,False,ITALY,Abruzzo,Teramo,Teramo,TERAMO,True,True,,,,,42.6589,13.7039,Five-year degree in chemical engineering. Worked in the Oil and Gas sector. Last held the role of process engineer. with [+10] years of experience. Key skills include: PROCESS ENGINEER.,,
43241,first contact,26 - 30 years,BANKS » Turin ~ Piedmont,Female,False,.,Biomedical Engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Banchette,BANKS,True,True,,,,,45.45356,7.85632,Five-year degree in Biomedical Engineering. with [0] years of experience. Key skills include: ..,,
43266,in selection,26 - 30 years,ROME » Rome ~ Lazio,Female,False,,Other humanities subjects,master's degree,[0-1],Others,junior recruiter,[2021],,,,,2.0,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,54.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,master's degree in Other humanities subjects. Worked in the Others sector. Last held the role of junior recruiter. with [0-1] years of experience.,,
43271,first contact,< 20 years,ARCO » Trento ~ Trentino Alto Adige,Male,False,,Mechanical engineering,Three-year degree,[7-10],Others,associate pv&v engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Trentino alto adige,Trento,Arco,ARCO,True,True,,,,,45.9167,10.8833,Three-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of associate pv&v engineer. with [7-10] years of experience.,,
43293,first contact,36 - 40 years,ROME » Rome ~ Lazio,Female,False,,computer engineering,Doctorate,[3-5],Others,project manager - r&d department,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Doctorate in computer engineering. Worked in the Others sector. Last held the role of project manager - r&d department. with [3-5] years of experience.,,
43299,hired,31 - 35 years,MODENA » Modena ~ Emilia Romagna,Male,False,"AUTOMOTIVE TESTING, SIL 4, C#, LABVIEW, TESTING",Automation/Mechatronics Engineering,Five-year degree,[0-1],Automotive,consultant - pwt/controls,[2019],RS19.0095 - SW designers,Pisa,Engineering,Junior Consultant,3.0,· draw up sw requirements definition documents · update sw code · implement sw tools to be used in sw qualification/tests · draw up sw qualification/test documents · carry out sw qualification tests of the system · draw up configuration documents,"· programming in c++ language · programming on real time embedded systems · knowledge of operating systems: windows, linux, vxworks · knowledge of the software life cycle · good knowledge of the english language",[0-1],23000.0,23000.0,Five-year degree,Informatics,Pisa,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,95.0,True,ITALY,Emilia romagna,Modena,Modena,MODENA,True,True,43.7167,10.4,43.7167,10.4,44.6458,10.9257,"Five-year degree in Automation/Mechatronics Engineering. Worked in the Automotive sector. Last held the role of consultant - pwt/controls. with [0-1] years of experience. Key skills include: AUTOMOTIVE TESTING, SIL 4, C#, LABVIEW, TESTING.",111.46691455481132,111.46691455481132
43304,first contact,26 - 30 years,GIMIGLIANO » Catanzaro ~ Calabria,Male,False,C#,computer engineering,Five-year degree,[0],Others,student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Calabria,Catanzaro,Gimigliano,GIMIGLIANO,True,True,,,,,38.97338,16.53165,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of student. with [0] years of experience. Key skills include: C#.,,
43311,first contact,< 20 years,NAPLES » Naples ~ Campania,Female,False,,Aeronautical/Aerospace/Astronautics Engineering,master's degree,[0],Others,he is completing his studies - currently on an internship,[2023],,,,,2.0,,,,,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0,2.0,412.0,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,master's degree in Aeronautical/Aerospace/Astronautics Engineering. Worked in the Others sector. Last held the role of he is completing his studies - currently on an internship. with [0] years of experience.,,
43314,first contact,26 - 30 years,MONTEMURRO » Power ~ Basilicata,Female,False,,computer engineering,Five-year degree,[1-3],Others,web developer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Basilicata,Power,Montemurro,MONTEMURRO,True,True,,,,,40.29765,15.99182,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of web developer. with [1-3] years of experience.,,
43334,first contact,36 - 40 years,CATANZARO » Catanzaro ~ Calabria,Male,False,,Scientific maturity,High school graduation,[+10],Others,freelance web developer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Calabria,Catanzaro,Catanzaro,CATANZARO,True,True,,,,,38.91,16.5875,High school graduation in Scientific maturity. Worked in the Others sector. Last held the role of freelance web developer. with [+10] years of experience.,,
43337,first contact,36 - 40 years,TARANTO » Taranto ~ Puglia,Female,False,,Petroleum Engineering,master's degree,[+10],Energy,tender specialist,[2022],,,,,,,,,,,,,,31000.0,31000.0,,,,,,,,,False,ITALY,Puglia,Taranto,Taranto,TARANTO,True,True,,,,,40.4711,17.2431,master's degree in Petroleum Engineering. Worked in the Energy sector. Last held the role of tender specialist. with [+10] years of experience.,,
43356,first contact,26 - 30 years,MADDALONI » Caserta ~ Campania,Male,False,,Mechanical engineering,Five-year degree,[0],Others,nobody,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Caserta,Maddaloni,MADDALONI,True,True,,,,,41.0333,14.3833,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of nobody. with [0] years of experience.,,
43429,in selection,> 45 years,ANCONA » Ancona ~ Marche,Male,False,,Surveyor,High school graduation,[+10],Oil and Gas,electrician,[2021],,,,,2.0,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,287.0,False,ITALY,Marche,Ancona,Ancona,ANCONA,True,True,,,,,43.6167,13.5167,High school graduation in Surveyor. Worked in the Oil and Gas sector. Last held the role of electrician. with [+10] years of experience.,,
43504,imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,.,computer engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in computer engineering. with [0] years of experience. Key skills include: ..,,
43510,first contact,26 - 30 years,CESANO MADERNO » Monza-Brianza ~ Lombardy,Male,False,PHYTON,Informatics,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Monza-brianza,Cesano Maderno,CESANO MADERNO,True,True,,,,,45.6307,9.1456,Five-year degree in Informatics. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience. Key skills include: PHYTON.,,
43530,first contact,< 20 years,ANGRI » Salerno ~ Campania,Male,False,,Information Engineering,Five-year degree,[0-1],Aeronautics,software engineer,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Salerno,Angri,ANGRI,True,True,,,,,40.7431,14.5694,Five-year degree in Information Engineering. Worked in the Aeronautics sector. Last held the role of software engineer. with [0-1] years of experience.,,
